ods_type_activite|categorie|commune|siret|Nom|numero_inspection|geores|filtre|date_inspection|code_postal|evaluation|adresse|agrement|lat|lon
Autres|Restaurant|Bastia|83902488200012|E'CUSI|22-065397-1|[42.696566, 9.451994]|Restaurant|2022-08-18T02:00:00+02:00|20200|Satisfaisant|13 RUE MONSEIGNEUR RIGO||42.696566|9.451994
Autres|Restaurant|Palau-del-Vidre|88502602100026|JEGOU NADIA|22-004762-1|[42.574907, 2.9598079999999998]|Restaurant|2022-07-24T02:00:00+02:00|66690|Satisfaisant|Chemin de Perpignan||42.574907|2.959808
Autres|Restaurant|Paris 4e  Arrondissement|35323795100036|LES PHILOSOPHES|22-104637-1|[48.857329, 2.357493]|Restaurant|2022-12-15T01:00:00+01:00|75004|Très satisfaisant|28 RUE VIEILLE DU TEMPLE||48.857329|2.357493
Autres|Restauration collective|La Selle-Craonnaise|20006542300010|MAIRIE COMMUNE DE SEGRE-EN-ANJOU BLEU|22-056709-1|[47.865069, -1.052331]|Restauration collective|2022-07-13T02:00:00+02:00|53800|Satisfaisant|LA RINCERIE||47.865069|-1.052331
Autres|Restaurant|Saint-Gaudens|79062248400018|LE CLUB|22-056313-1|[43.120066, 0.7273029999999999]|Restaurant|2022-07-20T02:00:00+02:00|31800|Satisfaisant|LE CLUB||43.120066|0.7273029999999999
Autres|Restauration collective|La Bernerie-en-Retz|21440012900059|ECOLE PRIMAIRE PUBLIQUE RENE-GUY CADOU|23-003250-1|[47.081225, -2.034206]|Restauration collective|2023-01-17T01:00:00+01:00|44760|Très satisfaisant|RUE PAUL FORT||47.081225|-2.034206
Autres|Restaurant|Jugeals-Nazareth|43844771600012|LA CLEF DES CHAMPS|22-065707-1|[45.099068, 1.5721500000000002]|Restaurant|2022-08-23T02:00:00+02:00|19500|Très satisfaisant|MONTPLAISIR||45.099068|1.5721500000000002
Autres|Restaurant|Lyon 2e  Arrondissement|83012391500027|HOTEL DE L'ABBAYE|22-071923-1|[45.75365, 4.826882]|Restaurant|2022-09-14T02:00:00+02:00|69002|Satisfaisant|20 RUE DE L'ABBAYE D AINAY||45.75365|4.826882
Autres|Restaurant|Saint-Chamond|84159997000016|LA BRACIERIE|22-005321-1|[45.472133, 4.50614]|Restaurant|2022-02-22T01:00:00+01:00|42400|Très satisfaisant|RUE DE SAINT ETIENNE||45.472133|4.50614
Autres|Restaurant|Charenton-le-Pont|53276395000013|SUSHI KAMI|23-003711-1|[48.818893, 2.4172919999999998]|Restaurant|2023-01-19T01:00:00+01:00|94220|A améliorer|32 RUE DE PARIS||48.818893|2.417292
Autres|Restauration collective|Saint-Jorioz|21740242900054|ECOLE PRIMAIRE PUBLIQUE VILLAGE ECOLE|22-017233-1|[45.829481, 6.163244]|Restauration collective|2022-03-08T01:00:00+01:00|74410|Très satisfaisant|ALLEE DE LA BARJAQUE|74242002|45.829481|6.163244
Autres|Restaurant|Sain-Bel|88172506300013|KEBAB DU CENTRE|22-065456-1|[45.811046, 4.599519]|Restaurant|2022-08-24T02:00:00+02:00|69210|Satisfaisant|3 PL DU HUIT MAI 1945||45.811046|4.599519
Autres|Restaurant|Valence-en-Poitou|91439556100014|EXPLOITATION RESTO|22-001775-1|[46.324406, 0.221577]|Restaurant|2022-07-12T02:00:00+02:00|86700|Satisfaisant|||46.324406|0.221577
Autres|Restaurant|Paris 9e  Arrondissement|85098305700017|BY ELLA|22-056758-1|[48.87297, 2.342447]|Restaurant|2022-07-21T02:00:00+02:00|75009|Satisfaisant|5 RUE DE GRANGE BATELIERE||48.87297|2.342447
Autres|Restauration collective|Annecy|77565454400045|ECOLE PRIMAIRE PRIVEE CORDELIERS 0919X|22-084164-1|[45.8852, 6.103844]|Restauration collective|2022-10-20T02:00:00+02:00|74600|Satisfaisant|AVENUE DES REGAINS|74268016|45.8852|6.103844
Autres|Restauration collective|Bihorel|21760095600163|CUISINE CENTRALE|22-013288-1|[49.461977, 1.128399]|Restauration collective|2022-02-22T01:00:00+01:00|76420|Très satisfaisant|9 rue du Maréchal Foch|76095003|49.461977|1.128399
Autres|Restaurant|Vitré|91017717900017|OSM|22-093473-1|[48.123811, -1.21276]|Restaurant|2022-11-14T01:00:00+01:00|35500|Satisfaisant|44 RUE POTERIE||48.123811|-1.21276
Autres|Restauration collective|Pouillon|77561271600255|ASSOCATION PAPILLONS BLANCS EN CHAMPAGNE|22-106135-1|[49.314638, 3.939]|Restauration collective|2023-01-17T01:00:00+01:00|51220|Satisfaisant|9 RUE DE LA MONTAGNE|51291004|49.314638|3.939
Autres|Restaurant|Jaunay-Marigny|83418389900014|SAS KEBAB DU MOULIN|23-007802-1|[46.684241, 0.375482]|Restaurant|2023-02-01T01:00:00+01:00|86130|Satisfaisant|RTE DEPARTEMENTALE 910||46.684241|0.375482
Autres|Restaurant|Le Pradet|89850652200017|LE 111|22-059213-1|[43.08439, 6.019732]|Restaurant|2022-07-29T02:00:00+02:00|83220|Très satisfaisant|111 QU DES BIGORS||43.08439|6.019732
Autres|Restaurant|Drancy|81936745900024|LE SAPHIR|22-056821-1|[48.916721, 2.45738]|Restaurant|2022-06-16T02:00:00+02:00|93700|Satisfaisant|174 AV JEAN JAURES||48.916721|2.45738
Autres|Restaurant|Massy|89150439100014|MAMA GAYA|22-035059-1|[48.733952, 2.273154]|Restaurant|2022-05-12T02:00:00+02:00|91300|A corriger de manière urgente|104 AV DE LA GARE||48.733952|2.273154
Autres|Restaurant|Paris 20e  Arrondissement|44532370200024|CHARMA|22-035561-1|[48.848582, 2.407921]|Restaurant|2022-05-03T02:00:00+02:00|75020|Très satisfaisant|14 Bis RUE DES MARAICHERS||48.848582|2.407921
Autres|Restauration collective|Charly|77564828000045|ADAPEI LES PRIMEVERES|22-104544-1|[45.655023, 4.78441]|Restauration collective|2022-12-23T01:00:00+01:00|69390|A améliorer|118, Route de la Ruméyère||45.655023|4.78441
Autres|Restauration collective|Écully|77969133600019|O G E C  ECOLE SAINTE BLANDINE|22-041885-1|[45.775762, 4.778249]|Restauration collective|2022-06-07T02:00:00+02:00|69130|Très satisfaisant|PL DE LA LIBERATION||45.775762|4.778249
Autres|Restauration collective|Roquebrune-sur-Argens|84304904000127|MILEADE LES ISSAMBRES VAL D'ESQUIERES|22-065566-1|[43.34846, 6.682939]|Restauration collective|2022-08-23T02:00:00+02:00|83380|A améliorer|BD DU VAL D ESQUIERES||43.34846|6.682939
Autres|Restaurant|Saint-Mitre-les-Remparts|34484195200031|CAMPING NEPTUNE|22-065595-1|[43.468027, 5.018241]|Restaurant|2022-08-24T02:00:00+02:00|13920|Très satisfaisant|ALL GUSTAVE EIFFEL||43.468027|5.018241
Autres|Restauration collective|Paris 16e  Arrondissement|31214777000860|ARPEGE|22-044114-1|[48.864433, 2.287973]|Restauration collective|2022-06-14T02:00:00+02:00|75016|Très satisfaisant|112 AVENUE KLEBER||48.864433|2.287973
Autres|Restauration collective|Saujon|52738028100016|VILLA DU PARC|22-098338-1|[45.675453, -0.9214669999999999]|Restauration collective|2022-12-07T01:00:00+01:00|17600|Satisfaisant|18 RUE DE SAINTONGE||45.675453|-0.921467
Autres|Restaurant|L'Horme|84077355000040|EAT SUSHI|22-049092-1|[45.483641, 4.535166]|Restaurant|2022-06-27T02:00:00+02:00|42152|Satisfaisant|81 AV PASTEUR||45.483641|4.535166
Autres|Restauration collective|Paris 16e  Arrondissement|31214777000860|ARPEGE|22-044112-1|[48.864433, 2.287973]|Restauration collective|2022-06-14T02:00:00+02:00|75016|Satisfaisant|112 AVENUE KLEBER||48.864433|2.287973
Autres|Restaurant|Palau-del-Vidre|52065753700012|DELONCA CHRISTOPHE|22-004764-1|[42.574907, 2.9598079999999998]|Restaurant|2022-07-24T02:00:00+02:00|66690|Satisfaisant|Chemin de Perpignan||42.574907|2.959808
Autres|Restaurant|Paris 11e  Arrondissement|91475277900019|AU DEPOT|22-065555-1|[48.869663, 2.379404]|Restaurant|2022-08-24T02:00:00+02:00|75011|Satisfaisant|53 BD DE BELLEVILLE||48.869663|2.379404
Autres|Restauration collective|Paris 13e  Arrondissement|18750006100671|CAFETERIA SAINT HIPPOLYTE|22-097188-1|[48.836037, 2.34647]|Restauration collective|2022-12-05T01:00:00+01:00|75013|Satisfaisant|17 RUE SAINT HIPPOLYTE||48.836037|2.34647
Autres|Restauration collective|Navour-sur-Grosne|34300066700018|RESTAURANT SCOLAIRE REGROUP PEDAGOG NOUE|23-002933-1|[46.367469, 4.568013]|Restauration collective|2023-01-17T01:00:00+01:00|71520|Très satisfaisant|39, rue Marguerite Collonge||46.367469|4.568013
Autres|Restaurant|Paris 18e  Arrondissement|47818311400014|LES PITCHOUN'S|22-026647-1|[48.883685, 2.339518]|Restaurant|2022-04-12T02:00:00+02:00|75018|Très satisfaisant|1 RUE DES ABBESSES||48.883685|2.339518
Autres|Restauration collective|Paris 7e  Arrondissement|77565757000492|COS JEANNE D'ARC|22-056388-1|[48.847034, 2.313859]|Restauration collective|2022-07-21T02:00:00+02:00|75007|Très satisfaisant|21 RUE DU GENERAL BERTRAND||48.847034|2.313859
Autres|Restaurant|Armentières|82892100700013|AMA RESTAURANT WOK 59|22-079194-1|[50.684284, 2.870227]|Restaurant|2022-10-06T02:00:00+02:00|59280|Satisfaisant|862 BOULEVARD FAIDHERBE||50.684284|2.870227
Autres|Restaurant|Paris 17e  Arrondissement|84329472900028|LES PUCES DE BATIGNOLLES|22-065746-1|[48.888012, 2.320985]|Restaurant|2022-08-24T02:00:00+02:00|75017|Satisfaisant|110 RUE LEGENDRE||48.888012|2.320985
Autres|Restaurant|Paris 15e  Arrondissement|83119396600015|DELICES 15EME|22-018315-1|[48.833418, 2.304186]|Restaurant|2022-03-11T01:00:00+01:00|75015|Très satisfaisant|49 RUE BRANCION||48.833418|2.304186
Autres|Restauration collective|Tarare|21690243700021|ECOLE MATERNELLE PUBLIQUE LA PLAINE|22-057142-1|[45.888272, 4.440718]|Restauration collective|2022-07-25T02:00:00+02:00|69170|Très satisfaisant|ECOLE MATERNELLE PUBLIQUE LA PLAINE||45.888272|4.440718
Autres|Restaurant|Ervy-le-Châtel|P00029919001|LE FRANCO BELGE|22-056341-1|[48.041844, 3.911772]|Restaurant|2022-07-19T02:00:00+02:00|10130|A améliorer|8, boulevard des grands fossés||48.041844|3.911772
Autres|Restauration collective|Sorbo-Ocagnano|77561557800017|FEDERATION DES OEUVRES LAIQUES|22-065799-1|[42.483039, 9.486007]|Restauration collective|2022-07-20T02:00:00+02:00|20213|Très satisfaisant|PLAGE DE PINARELLO||42.483039|9.486007
Autres|Restauration collective|Rexpoëde|21590499600026|ECOLE PRIMAIRE VICTOR HUGO|22-024243-1|[50.937227, 2.528483]|Restauration collective|2022-04-05T02:00:00+02:00|59122|Satisfaisant|32 RUE DE WEST CAPPEL|59499101|50.937227|2.528483
Autres|Restaurant|Paris 15e  Arrondissement|83113553800013|ITOUYA RESTAURANT JAPONAIS|22-041842-1|[48.833741, 2.304459]|Restaurant|2022-06-02T02:00:00+02:00|75015|Satisfaisant|43 RUE BRANCION||48.833741|2.304459
Autres|Restaurant|Paris 3e  Arrondissement|42970116200027|(NEANT)|21-109805-1|[48.863897, 2.362333]|Restaurant|2022-04-04T02:00:00+02:00|75003|Satisfaisant|18 RUE CAFFARELLI||48.863897|2.362333
Autres|Restaurant|Paris 5e  Arrondissement|50115138500017|L'ILE DE CRETE|22-051313-1|[48.844591, 2.349151]|Restaurant|2022-07-04T02:00:00+02:00|75005|Satisfaisant|10 RUE   MOUFFETARD||48.844591|2.349151
Autres|Restaurant|Rogliano|82834567800019|RESTAURANT U CULOMBU|22-076495-1|[42.956214, 9.453121]|Restaurant|2022-09-29T02:00:00+02:00|20248|Satisfaisant|MACINAGGIO||42.956214|9.453121
Autres|Restaurant|Vabre|91482663100014|LE GRILLON DE L'HORLOGE|22-065842-1|[43.693102, 2.425906]|Restaurant|2022-08-25T02:00:00+02:00|81330|Satisfaisant|6 PL DE LA MAIRIE||43.693102|2.425906
Autres|Restaurant|Castres|88431614200022|RIOS SABRINA|22-056838-1|[43.606455, 2.238137]|Restaurant|2022-07-22T02:00:00+02:00|81100|Satisfaisant|52 RUE EMILE ZOLA||43.606455|2.238137
Autres|Restaurant|Cambrai|38379732100015|LA BOTTINE|22-016362-1|[50.173088, 3.232522]|Restaurant|2022-05-20T02:00:00+02:00|59400|Satisfaisant|34 RUE DE NOYON||50.173088|3.232522
Autres|Restaurant|Paris 18e  Arrondissement|51193257600016|AUX NEGOCIANTS|22-044905-1|[48.889088, 2.34492]|Restaurant|2022-06-15T02:00:00+02:00|75018|Satisfaisant|27 RUE LAMBERT||48.889088|2.34492
Autres|Restaurant|Antibes|49851401700017|SATAFINE|22-072596-1|[43.581002, 7.125501]|Restaurant|2022-09-16T02:00:00+02:00|06600|Satisfaisant|31 RUE SADE||43.581002|7.125501
Autres|Restaurant|Paris 4e  Arrondissement|40309400600018|M P M P B|22-065827-1|[48.853939, 2.367525]|Restaurant|2022-08-11T02:00:00+02:00|75004|Satisfaisant|1 RUE DE LA BASTILLE||48.853939|2.367525
Autres|Restauration collective|Clermont-Ferrand|26630007800075|EHPAD LES HORTENSIAS|22-020143-1|[45.765342, 3.094801]|Restauration collective|2022-03-17T01:00:00+01:00|63000|Très satisfaisant|3, Rue Berteaux||45.765342|3.094801
Autres|Restaurant|Grandvilliers|49411710400013|RESTAURANT BRASSERIE LE PULLMAN|22-030735-1|[49.664121, 1.939833]|Restaurant|2022-04-28T02:00:00+02:00|60210|Satisfaisant|4 RUE EUGENE DE ST FUSCIEN||49.664121|1.939833
Autres|Restauration collective|Balma|43367081700017|ASS MARIE LEHMANN|22-065517-1|[43.61488, 1.4961]|Restauration collective|2022-08-24T02:00:00+02:00|31130|Satisfaisant|22  R   FLOREAL||43.61488|1.4961
Autres|Restauration collective|Colombes|20003018700013|CO CLI CO COLOMBES CLICHY COLLECTIVITE RESTAURATION|22-034312-1|[48.920287, 2.239559]|Restauration collective|2022-05-10T02:00:00+02:00|92700|Satisfaisant|26/30 RUE DE BELLEVUE|92025051|48.920287|2.239559
Autres|Restaurant|Azay-le-Rideau|87749535800013|L'AIGLE D'OR|22-057567-1|[47.260577, 0.46417899999999995]|Restaurant|2022-07-21T02:00:00+02:00|37190|Très satisfaisant|7 rue de l'abreuvoir||47.260577|0.4641789999999999
Autres|Restaurant|Cannes|43192275600017|PURSAT (SARL)|22-093633-1|[43.554275, 7.017201]|Restaurant|2022-11-23T01:00:00+01:00|06400|Satisfaisant|2 boulevard Carnot||43.554275|7.017201
Autres|Restaurant|Marseille 10e  Arrondissement|83965261700029|BLOUP SAS|22-023660-1|[43.278615, 5.428248]|Restaurant|2022-03-25T01:00:00+01:00|13010|Très satisfaisant|77 RUE PIERRE DOIZE||43.278615|5.428248
Autres|Restaurant|Paris 11e  Arrondissement|85222836000016|L'AUTORAIL DE VOLTAIRE|22-065479-1|[48.855752, 2.383236]|Restaurant|2022-08-22T02:00:00+02:00|75011|Satisfaisant|160 BD VOLTAIRE||48.855752|2.383236
Autres|Restaurant|Mondeville|81512515800015|Aux délices d'Amel|22-090293-1|[49.176925, -0.32104099999999997]|Restaurant|2022-11-14T01:00:00+01:00|14120|Satisfaisant|1 ALLEE LUCIE AUBRAC||49.176925|-0.3210409999999999
Autres|Restauration collective|Paris 19e  Arrondissement|21750001600449|ECOLE MATERNELLE|22-080805-1|[48.892314, 2.383326]|Restauration collective|2022-10-11T02:00:00+02:00|75019|Satisfaisant|8 RUE BARBANEGRE|75119067|48.892314|2.383326
Autres|Restauration collective|Saclay|63204104240553|COMPASS GROUP FRANCE 2426N|22-068129-1|[48.735014, 2.166164]|Restauration collective|2022-08-31T02:00:00+02:00|91400|A améliorer|4 RUE RENE RAZEL||48.735014|2.166164
Autres|Restaurant|Schoelcher|42142125600015|MADIANA RESTAURATION|22-046853-1|[14.614999, -61.095043]|Restaurant|2022-06-20T02:00:00+02:00|97233|Très satisfaisant|PALAIS DES CONGRES DE MADIANA||14.614999|-61.095043
Autres|Restaurant|Paris 12e  Arrondissement|89745963200013|TURN|22-065896-1|[48.836034, 2.38569]|Restaurant|2022-08-23T02:00:00+02:00|75012|Satisfaisant|6 RUE DE BERCY||48.836034|2.38569
Autres|Restauration collective|Azur|40298408200014|TENNIS CLUB MANDRINOIS|22-056451-1|[43.785061999999996, -1.305067]|Restauration collective|2022-07-19T02:00:00+02:00|40140|A améliorer|720 Route des Campings||43.785062|-1.305067
Autres|Restaurant|Saint-Pierre-de-Trivisy|39859560300042|AU GOURMAND|22-065484-1|[43.744766, 2.446734]|Restaurant|2022-08-24T02:00:00+02:00|81330|Satisfaisant|||43.744766|2.446734
Autres|Restaurant|Beynes|90838578400016|MAKITORI|22-062434-1|[48.85063, 1.8770159999999998]|Restaurant|2022-08-09T02:00:00+02:00|78650|Satisfaisant|RTE NATIONALE 191||48.85063|1.877016
Autres|Restauration collective|Vitry-sur-Seine|21940081900872|CRECHE ELSA TRIOLET|22-083068-1|[48.779336, 2.403325]|Restauration collective|2022-10-18T02:00:00+02:00|94400|Très satisfaisant|20 RUE ELSA TRIOLET||48.779336|2.403325
Autres|Restauration collective|Gap|77568873202539|FOYER ACCEUIL GRANDS HANDICAPES|22-070689-1|[44.540738, 6.05208]|Restauration collective|2022-09-06T02:00:00+02:00|05000|Satisfaisant|75, route des Eyssagnières||44.540738|6.05208
Autres|Restauration collective|Unieux|24420080400031|SCE CUISINE CENTRALISEE|22-088680-1|[45.407014, 4.260025]|Restauration collective|2022-10-20T02:00:00+02:00|42240|Très satisfaisant|2, Rue des Beaunes|42316203|45.407014|4.260025
Autres|Restaurant|Paris 11e  Arrondissement|88130901700021|LE FALSTAFF|22-091780-1|[48.853701, 2.370313]|Restaurant|2022-11-17T01:00:00+01:00|75011|Satisfaisant|10 PL DE LA BASTILLE||48.853701|2.370313
Autres|Restaurant|Confolens|87959303600012|LA CAVE DU CHATEAU|22-001623-1|[46.052141, 0.6840200000000001]|Restaurant|2022-04-05T02:00:00+02:00|16500|Très satisfaisant|2 RUE GRAND RUE LE BOURG||46.052141|0.6840200000000001
Autres|Restauration collective|Saint-Barthélemy-d'Anjou|33232304700040|RESTORIA|22-014078-1|[47.484513, -0.507721]|Restauration collective|2022-12-02T01:00:00+01:00|49124|Très satisfaisant|BD  DE LA ROMANERIE|49267002|47.484513|-0.507721
Autres|Restauration collective|Toulouse|26310123000096|CTRE JOUR ET COURT SEJOUR|22-012994-1|[43.603788, 1.435915]|Restauration collective|2022-02-22T01:00:00+01:00|31000|Satisfaisant|1 Rue de Varsovie||43.603788|1.435915
Autres|Restaurant|Le Touquet-Paris-Plage|88274147300012|RESTAURANT DES ARTS|22-056507-1|[50.523864, 1.5827559999999998]|Restaurant|2022-06-23T02:00:00+02:00|62520|Satisfaisant|80 RUE DE PARIS||50.523864|1.5827559999999998
Autres|Restaurant|Nort-sur-Erdre|53917082900029|LA NUIT DE L'ERDRE|22-057463-1|[47.444846, -1.523992]|Restaurant|2022-06-30T02:00:00+02:00|44390|Très satisfaisant|||47.444846|-1.523992
Autres|Restaurant|Ax-les-Thermes|85141372400028|LA SANDWICHERIE|22-010800-1|[42.720136, 1.839201]|Restaurant|2022-07-21T02:00:00+02:00|09110|Très satisfaisant|1 RUE DE L HORLOGE||42.720136|1.839201
Autres|Restaurant|Paris 12e  Arrondissement|88293677600013|SH|22-065875-1|[48.835984, 2.385773]|Restaurant|2022-08-23T02:00:00+02:00|75012|Satisfaisant|4 RUE DE BERCY||48.835984|2.385773
Autres|Restaurant|Luxeuil-les-Bains|42955880200048|PACHA KEBAB|22-066197-1|[47.817996, 6.372699]|Restaurant|2022-08-23T02:00:00+02:00|70300|Satisfaisant|ALTUN MUSTAFA BUCHERON||47.817996|6.372699
Autres|Restaurant|Paris 18e  Arrondissement|79244031500010|ZOZAN|22-074217-1|[48.892278, 2.330667]|Restaurant|2022-09-20T02:00:00+02:00|75018|Très satisfaisant|82 RUE JOSEPH DE MAISTRE||48.892278|2.330667
Autres|Restaurant|Val de Louyre et Caudeau|49317084900019|LES PAUVRETTES (SARL)|22-020171-1|[44.947302, 0.7018800000000001]|Restaurant|2022-03-14T01:00:00+01:00|24510|Très satisfaisant|LE DIAMANT NOIR||44.947302|0.7018800000000001
Autres|Restaurant|Toulouse|79143836900021|LA ROSE DE TUNIS|22-087547-1|[43.609297, 1.444645]|Restaurant|2022-11-03T01:00:00+01:00|31000|Satisfaisant|51 BD DE STRASBOURG||43.609297|1.444645
Autres|Restauration collective|Garches|26750045200573|HOPITAL RAYMOND POINCARE|22-033516-1|[48.83838, 2.170731]|Restauration collective|2022-05-05T02:00:00+02:00|92380|Très satisfaisant|104 BOULEVARD RAYMOND POINCARE|92033001|48.83838|2.170731
Autres|Restaurant|Nort-sur-Erdre|53917082900029|LA NUIT DE L'ERDRE|22-057393-1|[47.444846, -1.523992]|Restaurant|2022-06-30T02:00:00+02:00|44390|Très satisfaisant|||47.444846|-1.523992
Autres|Restaurant|Toulouse|83402304600016|SARL D.S.|22-056889-1|[43.6094, 1.444538]|Restaurant|2022-07-21T02:00:00+02:00|31000|Satisfaisant|53 BOULEVARD DE STRASBOURG||43.6094|1.444538
Autres|Restauration collective|Toulouse|77558118400030|COMITE SOCIAL ECONOMIQUE AIRBUS OPERATIONS TOULOUSE|22-091689-1|[43.609423, 1.355996]|Restauration collective|2022-11-08T01:00:00+01:00|31300|Satisfaisant|316  Route de Bayonne|31555025|43.609423|1.355996
Autres|Restaurant|Cayenne|43883182800027|ZENG BIQING|22-040910-1|[4.92405, -52.315478]|Restaurant|2022-05-13T02:00:00+02:00|97300|Très satisfaisant|BURGER ARSENE||4.92405|-52.315478
Autres|Restaurant|La Trinité|P00029975001|LA FORMULE TRUCK|22-060881-1|[14.740248, -60.951503]|Restaurant|2022-08-03T02:00:00+02:00|97220|Très satisfaisant|||14.740248|-60.951503
Autres|Restaurant|Le Plessis-Pâté|78080818400011|PARTI COMMUNISTE FRANCAIS|22-073402-1|[48.612968, 2.329778]|Restaurant|2022-09-09T02:00:00+02:00|91220|Satisfaisant|base aérienne 217||48.612968|2.329778
Autres|Restaurant|Castellane|91187173900015|AUBERGE BON ACCUEIL|22-065953-1|[43.846365, 6.513248]|Restaurant|2022-08-25T02:00:00+02:00|04120|Satisfaisant|PL MARCEL SAUVAIRE||43.846365|6.513248
Autres|Restaurant|Aubervilliers|53004879200010|AU MARAHJA DU MILLENAIRE|23-004625-1|[48.90439, 2.375973]|Restaurant|2023-01-23T01:00:00+01:00|93300|Satisfaisant|RUE DE LA GARE||48.90439|2.375973
Autres|Restauration collective|Villiers-sur-Orge|26300056400017|CCAS|22-065545-1|[48.655149, 2.303906]|Restauration collective|2022-08-23T02:00:00+02:00|91700|Satisfaisant|1 Voie des Prés||48.655149|2.303906
Autres|Restaurant|Carcans|79923694800011|LE PARADIS|22-065362-1|[45.0694, -1.041693]|Restaurant|2022-08-23T02:00:00+02:00|33121|Satisfaisant|32 RTE PHILIBERT||45.0694|-1.041693
Autres|Restauration collective|Vanves|52225237800024|ASSOCIATION MAISON SOINS ET REPOS|22-104757-1|[48.818867, 2.286736]|Restauration collective|2023-01-04T01:00:00+01:00|92170|Satisfaisant|15 RUE RAYMOND MARCHERON||48.818867|2.286736
Autres|Restaurant|Gruissan|52326604700027|LA VOILE BLANCHE|22-059966-1|[43.133152, 3.136142]|Restaurant|2022-07-29T02:00:00+02:00|11430|Satisfaisant|AVENUE DE LA JONQUE||43.133152|3.136142
Autres|Restaurant|Cayenne|79448896500037|RESTAU DU MONDE|22-057290-1|[4.918762, -52.310843]|Restaurant|2022-05-24T02:00:00+02:00|97300|Très satisfaisant|128 LOT PLOERMEL||4.918762|-52.310843
Autres|Restauration collective|Quillan|31647313100027|LE DIABOLO|22-056945-1|[42.870046, 2.167823]|Restauration collective|2022-07-21T02:00:00+02:00|11500|Satisfaisant|Route de Perpignan||42.870046|2.167823
Autres|Restauration collective|Eyrein|21190810800015|MAIRIE COMMUNE D EYREIN|22-017882-1|[45.32765, 1.938408]|Restauration collective|2022-03-10T01:00:00+01:00|19800|Satisfaisant|MAIRIE||45.32765|1.938408
Autres|Restaurant|Luynes|90759987200013|CRAZY TACOS|22-057280-1|[47.385414, 0.554962]|Restaurant|2022-07-21T02:00:00+02:00|37230|Satisfaisant|4 RUE DE LA REPUBLIQUE||47.385414|0.554962
Autres|Restauration collective|Paris 11e  Arrondissement|44441067400063|EHPAD DE BASTILLE M2SR|22-067023-1|[48.856981, 2.368993]|Restauration collective|2022-08-30T02:00:00+02:00|75011|Satisfaisant|24 RUE AMELOT||48.856981|2.368993
Autres|Restauration collective|Le Robert|21972222000130|ECOLE ELEMENT PUBLIQUE-H. SAINTE ROSE|22-020303-1|[14.672011, -60.943574]|Restauration collective|2022-03-21T01:00:00+01:00|97231|Satisfaisant|MANSARDE CATALOGNE||14.672011|-60.943574
Autres|Restauration collective|Bédée|21350023400017|MAIRIE COMMUNE DE BEDEE|22-082890-1|[48.179961, -1.939122]|Restauration collective|2022-10-18T02:00:00+02:00|35137|Très satisfaisant|R DE RENNES|35023035|48.179961|-1.939122
Autres|Restauration collective|Rochefort|20004585400011|SYNDICAT CUISINE ROCHEFORT OCEAN|22-069730-1|[45.940985, -0.985516]|Restauration collective|2022-09-22T02:00:00+02:00|17300|Satisfaisant|5 RUE DU MOULIN DE LA PREE|17299017|45.940985|-0.985516
Autres|Restaurant|Reims|87972324500012|BAR RESTAURANT LE SQUARE|22-093135-1|[49.248108, 4.042718]|Restaurant|2022-11-22T01:00:00+01:00|51100|Très satisfaisant|122 rue Ponsardin||49.248108|4.042718
Autres|Restaurant|Paris 19e  Arrondissement|52205798300044|LE BISTRO FAB|22-105199-1|[48.878448, 2.370877]|Restaurant|2022-12-12T01:00:00+01:00|75019|Très satisfaisant|2 RUE DE MEAUX||48.878448|2.370877
Autres|Restaurant|Eymet|80437913900038|DJ DIM'S EVENT|22-065926-1|[44.665409, 0.39647000000000004]|Restaurant|2022-08-25T02:00:00+02:00|24500|Satisfaisant|45 RUE DE L ENGIN||44.665409|0.39647
Autres|Restauration collective|Marly|48008096900169|RESIDENCE VAILLANT COUTURIER|22-065871-1|[50.345779, 3.537016]|Restauration collective|2022-10-18T02:00:00+02:00|59770|Satisfaisant|4 RUE PIERRE BACHELET||50.345779|3.537016
Autres|Restaurant|Chouilly|49015320200018|CAFE DU CENTRE|22-014927-1|[49.025224, 4.012963]|Restaurant|2022-03-01T01:00:00+01:00|51530|Satisfaisant|24, Grande Rue||49.025224|4.012963
Autres|Restaurant|Tremblay-en-France|79778867600014|LE CHUTNEY|22-048996-1|[48.99401, 2.523915]|Restaurant|2022-06-21T02:00:00+02:00|93290|Satisfaisant|30 RUE DES BUISSONS||48.99401|2.523915
Autres|Restauration collective|Bléré|21370027100017|MAIRIE COMMUNE DE BLERE|22-078790-1|[47.325993, 0.9891479999999999]|Restauration collective|2022-10-06T02:00:00+02:00|37150|Satisfaisant|PLACE BALZAC||47.325993|0.989148
Autres|Restaurant|L'Aiguillon-la-Presqu’île|89331857600038|LA GUINGUETTE DES FLOTS BLEUS|22-056571-1|[46.325024, -1.319665]|Restaurant|2022-07-21T02:00:00+02:00|85460|Satisfaisant|109 BD DE LA FORET||46.325024|-1.319665
Autres|Restaurant|Paris 14e  Arrondissement|90525969300018|LUNA PIENA|22-069037-1|[48.829399, 2.313754]|Restaurant|2022-09-06T02:00:00+02:00|75014|A corriger de manière urgente|34 RUE PIERRE LAROUSSE||48.829399|2.313754
